soc-06.26.284.16.283,.815.be,34.126.223.247
soc-07.27.283.17.282,.815.be,34.131.50.158
soc-08.28.282.18.281,.815.be,34.131.69.53
soc-09.29.281.19.280,.815.be,34.131.28.57
soc-10.30.280.20.279,.815.be,34.131.219.89
soc-11.31.279.21.278,.815.be,34.131.97.188
soc-12.32.278.22.277,.815.be,34.131.151.145
soc-13.33.277.23.276,.815.be,34.131.23.207
soc-14.34.276.24.275,.815.be,34.131.223.18
soc-15.35.275.25.274,.815.be,34.131.52.34
soc-16.36.274.26.273,.815.be,34.126.222.51
soc-17.37.273.27.272,.815.be,34.126.211.137
soc-18.38.272.28.271,.815.be,34.131.215.31
soc-19.39.271.29.270,.815.be,34.131.26.12
soc-20.40.270.30.269,.815.be,34.131.247.79
gol-01.21.289.11.288,.815.be,34.126.216.26
gol-04.24.286.14.285,.815.be,34.131.249.6
gol-06.26.284.16.283,.815.be,34.131.151.255
gol-07.27.283.17.282,.815.be,34.131.126.50
gol-08.28.282.18.281,.815.be,34.131.241.58
gol-09.29.281.19.280,.815.be,34.126.223.247
gol-10.30.280.20.279,.815.be,34.131.50.158
gol-11.31.279.21.278,.815.be,34.131.69.53
gol-12.32.278.22.277,.815.be,34.131.28.57
gol-13.33.277.23.276,.815.be,34.131.219.89
gol-14.34.276.24.275,.815.be,34.131.97.188
gol-15.35.275.25.274,.815.be,34.131.151.145
gol-16.36.274.26.273,.815.be,34.131.23.207
gol-17.37.273.27.272,.815.be,34.131.223.18
gol-18.38.272.28.271,.815.be,34.131.52.34
gol-19.39.271.29.270,.815.be,34.126.222.51
gol-20.40.270.30.269,.815.be,34.126.223.247
lin-01.21.289.11.288,.815.be,172.105.39.123
lin-02.22.288.12.287,.815.be,172.105.39.128
lin-03.23.287.13.286,.815.be,172.105.39.20
lin-04.24.286.14.285,.815.be,172.105.39.21
lin-05.25.285.15.284,.815.be,172.105.39.64
lin-06.26.284.16.283,.815.be,172.105.39.123
lin-07.27.283.17.282,.815.be,172.105.39.128
lin-08.28.282.18.281,.815.be,172.105.39.20
lin-09.29.281.19.280,.815.be,172.105.39.21
lin-10.30.280.20.279,.815.be,172.105.39.64
lin-11.31.279.21.278,.815.be,172.105.39.123
lin-12.32.278.22.277,.815.be,172.105.39.128
lin-13.33.277.23.276,.815.be,172.105.39.20
lin-14.34.276.24.275,.815.be,172.105.39.21
lin-15.35.275.25.274,.815.be,172.105.39.64
lin-16.36.274.26.273,.815.be,172.105.39.123
lin-17.37.273.27.272,.815.be,172.105.39.128
lin-18.38.272.28.271,.815.be,172.105.39.20
lin-19.39.271.29.270,.815.be,172.105.39.21
lin-20.40.270.30.269,.815.be,172.105.39.64
dimond-01.289.11.288,.815.be,8.220.30.92
dimond-02.288.12.287,.815.be,147.139.64.248
dimond-03.287.13.286,.815.be,149.129.179.67
dimond-04.286.14.285,.815.be,149.129.146.180
dimond-05.285.15.284,.815.be,147.139.67.164
dimond-06.284.16.283,.815.be,8.220.30.92
dimond-07.283.17.282,.815.be,147.139.64.248
dimond-08.282.18.281,.815.be,149.129.179.67
dimond-09.281.19.280,.815.be,149.129.146.180
dimond-10.280.20.279,.815.be,147.139.67.164
